filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,True,100032,A
1-100038-A-14.wav,1,14,chirping_birds,False,100038,A
1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A
1-101296-A-19.wav,1,19,thunderstorm,False,101296,A
1-103298-A-9.wav,1,9,crow,False,103298,A
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
1-104089-A-22.wav,1,22,clapping,False,104089,A
1-110537-A-22.wav,1,22,clapping,False,110537,A
1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
1-115545-A-48.wav,1,48,fireworks,False,115545,A
1-115545-C-48.wav,1,48,fireworks,False,115545,C
1-115920-A-22.wav,1,22,clapping,False,115920,A
1-115920-B-22.wav,1,22,clapping,False,115920,B
1-11687-A-47.wav,1,47,airplane,False,11687,A
1-118206-A-31.wav,1,31,mouse_click,False,118206,A
1-121951-A-8.wav,1,8,sheep,False,121951,A
1-12654-A-15.wav,1,15,water_drops,False,12654,A
1-12654-B-15.wav,1,15,water_drops,False,12654,B
1-13571-A-46.wav,1,46,church_bells,False,13571,A
1-13572-A-46.wav,1,46,church_bells,False,13572,A
1-137-A-32.wav,1,32,keyboard_typing,False,137,A
1-137296-A-16.wav,1,16,wind,False,137296,A
1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
1-155858-A-25.wav,1,25,footsteps,False,155858,A
1-155858-B-25.wav,1,25,footsteps,False,155858,B
1-155858-D-25.wav,1,25,footsteps,False,155858,D
1-155858-E-25.wav,1,25,footsteps,False,155858,E
1-155858-F-25.wav,1,25,footsteps,False,155858,F
1-15689-B-4.wav,1,4,frog,False,15689,B
1-160563-B-48.wav,1,48,fireworks,False,160563,B
1-16746-A-15.wav,1,15,water_drops,False,16746,A
1-17092-A-27.wav,1,27,brushing_teeth,False,17092,A
1-17124-A-43.wav,1,43,car_horn,False,17124,A
1-17150-A-12.wav,1,12,crackling_fire,True,17150,A
1-172649-B-40.wav,1,40,helicopter,True,172649,B
1-172649-C-40.wav,1,40,helicopter,True,172649,C
1-17367-A-10.wav,1,10,rain,True,17367,A
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
1-17808-A-12.wav,1,12,crackling_fire,True,17808,A
1-1791-A-26.wav,1,26,laughing,False,1791,A
1-17970-A-4.wav,1,4,frog,False,17970,A
1-181071-A-40.wav,1,40,helicopter,True,181071,A
1-181071-B-40.wav,1,40,helicopter,True,181071,B
1-18527-A-44.wav,1,44,engine,False,18527,A
1-18527-B-44.wav,1,44,engine,False,18527,B
1-18755-A-4.wav,1,4,frog,False,18755,A
1-18810-A-49.wav,1,49,hand_saw,False,18810,A
1-19111-A-24.wav,1,24,coughing,False,19111,A
1-19118-A-24.wav,1,24,coughing,False,19118,A
1-19501-A-7.wav,1,7,insects,False,19501,A
1-196660-A-8.wav,1,8,sheep,False,196660,A
1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A
1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A
1-19872-B-36.wav,1,36,vacuum_cleaner,False,19872,B
1-19898-B-41.wav,1,41,chainsaw,True,19898,B
1-20545-A-28.wav,1,28,snoring,False,20545,A
1-20736-A-18.wav,1,18,toilet_flush,False,20736,A
1-208757-A-2.wav,1,2,pig,False,208757,A
1-208757-C-2.wav,1,2,pig,False,208757,C
1-208757-E-2.wav,1,2,pig,False,208757,E
1-211527-C-20.wav,1,20,crying_baby,True,211527,C
1-21189-A-10.wav,1,10,rain,True,21189,A
1-21421-A-46.wav,1,46,church_bells,False,21421,A
1-21896-A-35.wav,1,35,washing_machine,False,21896,A
1-21934-A-38.wav,1,38,clock_tick,True,21934,A
1-22694-A-20.wav,1,20,crying_baby,True,22694,A
1-22694-B-20.wav,1,20,crying_baby,True,22694,B
1-23094-B-15.wav,1,15,water_drops,False,23094,B
1-23222-A-19.wav,1,19,thunderstorm,False,23222,A
1-23222-B-19.wav,1,19,thunderstorm,False,23222,B
1-23706-A-49.wav,1,49,hand_saw,False,23706,A
1-23996-A-35.wav,1,35,washing_machine,False,23996,A
1-24074-A-43.wav,1,43,car_horn,False,24074,A
1-24076-A-43.wav,1,43,car_horn,False,24076,A
1-24524-A-19.wav,1,19,thunderstorm,False,24524,A
