filename,fold,target,category,esc10,src_file,take
1-100038-A-14.wav,1,14,chirping_birds,False,100038,A
1-100210-B-36.wav,1,36,vacuum_cleaner,False,100210,B
1-101296-B-19.wav,1,19,thunderstorm,False,101296,B
1-101404-A-34.wav,1,34,can_opening,False,101404,A
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
1-104089-B-22.wav,1,22,clapping,False,104089,B
1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
1-115545-A-48.wav,1,48,fireworks,False,115545,A
1-115545-C-48.wav,1,48,fireworks,False,115545,C
1-115920-A-22.wav,1,22,clapping,False,115920,A
1-115920-B-22.wav,1,22,clapping,False,115920,B
1-116765-A-41.wav,1,41,chainsaw,True,116765,A
1-118206-A-31.wav,1,31,mouse_click,False,118206,A
1-118559-A-17.wav,1,17,pouring_water,False,118559,A
1-119125-A-45.wav,1,45,train,False,119125,A
1-12653-A-15.wav,1,15,water_drops,False,12653,A
1-13571-A-46.wav,1,46,church_bells,False,13571,A
1-13613-A-37.wav,1,37,clock_alarm,False,13613,A
1-137296-A-16.wav,1,16,wind,False,137296,A
1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
1-155858-A-25.wav,1,25,footsteps,False,155858,A
1-155858-B-25.wav,1,25,footsteps,False,155858,B
1-155858-C-25.wav,1,25,footsteps,False,155858,C
1-155858-D-25.wav,1,25,footsteps,False,155858,D
1-15689-A-4.wav,1,4,frog,False,15689,A
1-15689-B-4.wav,1,4,frog,False,15689,B
1-17092-A-27.wav,1,27,brushing_teeth,False,17092,A
1-17092-B-27.wav,1,27,brushing_teeth,False,17092,B
1-17124-A-43.wav,1,43,car_horn,False,17124,A
1-17150-A-12.wav,1,12,crackling_fire,True,17150,A
1-172649-A-40.wav,1,40,helicopter,True,172649,A
1-172649-B-40.wav,1,40,helicopter,True,172649,B
1-172649-D-40.wav,1,40,helicopter,True,172649,D
1-172649-E-40.wav,1,40,helicopter,True,172649,E
1-172649-F-40.wav,1,40,helicopter,True,172649,F
1-17295-A-29.wav,1,29,drinking_sipping,False,17295,A
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
1-17742-A-12.wav,1,12,crackling_fire,True,17742,A
1-17808-B-12.wav,1,12,crackling_fire,True,17808,B
1-1791-A-26.wav,1,26,laughing,False,1791,A
1-17970-A-4.wav,1,4,frog,False,17970,A
1-18074-B-6.wav,1,6,hen,False,18074,B
1-181071-A-40.wav,1,40,helicopter,True,181071,A
1-18527-A-44.wav,1,44,engine,False,18527,A
1-18527-B-44.wav,1,44,engine,False,18527,B
1-18655-A-31.wav,1,31,mouse_click,False,18655,A
1-18755-B-4.wav,1,4,frog,False,18755,B
1-18757-A-4.wav,1,4,frog,False,18757,A
1-18810-A-49.wav,1,49,hand_saw,False,18810,A
