filename,fold,target,category,esc10,src_file,take
5-233019-A-4.wav,5,4,mouse_click,False,233019,A
5-223317-A-4.wav,5,4,mouse_click,False,223317,A
2-66205-A-0.wav,2,0,breathing,False,66205,A
2-152964-A-4.wav,2,4,mouse_click,False,152964,A
2-82455-A-0.wav,2,0,breathing,False,82455,A
5-233312-A-2.wav,5,2,snoring,False,233312,A
2-102581-B-3.wav,2,3,drinking_sipping,False,102581,B
5-260164-A-0.wav,5,0,breathing,False,260164,A
2-52001-A-2.wav,2,2,snoring,False,52001,A
2-95567-A-0.wav,2,0,breathing,False,95567,A
4-175945-A-6.wav,4,6,clock_tick,False,175945,A
5-249748-A-2.wav,5,2,snoring,False,249748,A
2-88724-A-6.wav,2,6,clock_tick,False,88724,A
6-300010-A-7.wav,6,7,chewing,False,300010,A
2-98392-A-0.wav,2,0,breathing,False,98392,A
6-300011-A-7.wav,6,7,chewing,False,300011,A
1-36397-A-0.wav,1,0,breathing,False,36397,A
1-30709-B-0.wav,1,0,breathing,False,30709,B
4-184237-A-2.wav,4,2,snoring,False,184237,A
1-36402-A-0.wav,1,0,breathing,False,36402,A
1-53444-A-2.wav,1,2,snoring,False,53444,A
1-79146-A-3.wav,1,3,drinking_sipping,False,79146,A
6-300024-A-7.wav,6,7,chewing,False,300024,A
6-300025-A-7.wav,6,7,chewing,False,300025,A
2-92978-A-3.wav,2,3,drinking_sipping,False,92978,A
5-237315-A-4.wav,5,4,mouse_click,False,237315,A
3-169907-A-3.wav,3,3,drinking_sipping,False,169907,A
3-170377-A-6.wav,3,6,clock_tick,False,170377,A
4-197454-A-2.wav,4,2,snoring,False,197454,A
2-118459-A-5.wav,2,5,keyboard_typing,False,118459,A
5-204114-A-3.wav,5,3,drinking_sipping,False,204114,A
2-98676-A-1.wav,2,1,coughing,False,98676,A
3-170312-A-4.wav,3,4,mouse_click,False,170312,A
5-222894-A-5.wav,5,5,keyboard_typing,False,222894,A
1-18631-A-0.wav,1,0,breathing,False,18631,A
4-204683-A-4.wav,4,4,mouse_click,False,204683,A
4-180337-A-2.wav,4,2,snoring,False,180337,A
6-300039-A-7.wav,6,7,chewing,False,300039,A
6-300038-A-7.wav,6,7,chewing,False,300038,A
1-137-A-5.wav,1,5,keyboard_typing,False,137,A
5-207836-D-3.wav,5,3,drinking_sipping,False,207836,D
3-166125-B-0.wav,3,0,breathing,False,166125,B
1-53501-A-5.wav,1,5,keyboard_typing,False,53501,A
3-151557-A-2.wav,3,2,snoring,False,151557,A
6-300007-A-7.wav,6,7,chewing,False,300007,A
6-300006-A-7.wav,6,7,chewing,False,300006,A
5-212181-A-6.wav,5,6,clock_tick,False,212181,A
4-181707-A-5.wav,4,5,keyboard_typing,False,181707,A
5-244651-A-4.wav,5,4,mouse_click,False,244651,A
5-259640-A-3.wav,5,3,drinking_sipping,False,259640,A
3-174866-A-3.wav,3,3,drinking_sipping,False,174866,A
3-167096-A-4.wav,3,4,mouse_click,False,167096,A
6-300033-A-7.wav,6,7,chewing,False,300033,A
6-300032-A-7.wav,6,7,chewing,False,300032,A
5-184871-A-1.wav,5,1,coughing,False,184871,A
5-236288-A-2.wav,5,2,snoring,False,236288,A
2-140147-A-6.wav,2,6,clock_tick,False,140147,A
2-85292-A-1.wav,2,1,coughing,False,85292,A
2-135728-A-6.wav,2,6,clock_tick,False,135728,A
3-130998-B-2.wav,3,2,snoring,False,130998,B
3-142604-A-1.wav,3,1,coughing,False,142604,A
4-213193-A-3.wav,4,3,drinking_sipping,False,213193,A
4-181865-A-6.wav,4,6,clock_tick,False,181865,A
2-123896-A-1.wav,2,1,coughing,False,123896,A
1-94231-A-5.wav,1,5,keyboard_typing,False,94231,A
5-234145-A-2.wav,5,2,snoring,False,234145,A
2-120333-A-5.wav,2,5,keyboard_typing,False,120333,A
1-67230-A-3.wav,1,3,drinking_sipping,False,67230,A
3-108160-A-0.wav,3,0,breathing,False,108160,A
2-110417-A-2.wav,2,2,snoring,False,110417,A
1-62594-A-5.wav,1,5,keyboard_typing,False,62594,A
1-27405-A-2.wav,1,2,snoring,False,27405,A
4-210000-A-0.wav,4,0,breathing,False,210000,A
2-54961-A-0.wav,2,0,breathing,False,54961,A
5-244459-A-2.wav,5,2,snoring,False,244459,A
2-152895-A-4.wav,2,4,mouse_click,False,152895,A
1-19111-A-1.wav,1,1,coughing,False,19111,A
3-155568-A-5.wav,3,5,keyboard_typing,False,155568,A
1-53663-A-1.wav,1,1,coughing,False,53663,A
3-144120-A-5.wav,3,5,keyboard_typing,False,144120,A
3-112557-A-0.wav,3,0,breathing,False,112557,A
5-216131-A-5.wav,5,5,keyboard_typing,False,216131,A
4-194808-A-3.wav,4,3,drinking_sipping,False,194808,A
3-145387-A-3.wav,3,3,drinking_sipping,False,145387,A
4-155650-B-1.wav,4,1,coughing,False,155650,B
5-209698-A-6.wav,5,6,clock_tick,False,209698,A
3-146873-A-1.wav,3,1,coughing,False,146873,A
6-300001-A-7.wav,6,7,chewing,False,300001,A
6-300034-A-7.wav,6,7,chewing,False,300034,A
2-94807-A-3.wav,2,3,drinking_sipping,False,94807,A
6-300035-A-7.wav,6,7,chewing,False,300035,A
4-205526-B-0.wav,4,0,breathing,False,205526,B
3-153444-A-5.wav,3,5,keyboard_typing,False,153444,A
