filename,fold,target,category,esc10,src_file,take
1-118206-A-31.wav,1,31,mouse_click,False,118206,A
1-137-A-32.wav,1,32,keyboard_typing,False,137,A
1-17295-A-29.wav,1,29,drinking_sipping,False,17295,A
1-18631-A-23.wav,1,23,breathing,False,18631,A
1-18655-A-31.wav,1,31,mouse_click,False,18655,A
1-19111-A-24.wav,1,24,coughing,False,19111,A
1-19118-A-24.wav,1,24,coughing,False,19118,A
1-20545-A-28.wav,1,28,snoring,False,20545,A
1-21934-A-38.wav,1,38,clock_tick,True,21934,A
1-21935-A-38.wav,1,38,clock_tick,True,21935,A
1-27403-A-28.wav,1,28,snoring,False,27403,A
1-27405-A-28.wav,1,28,snoring,False,27405,A
1-30709-A-23.wav,1,23,breathing,False,30709,A
1-30709-B-23.wav,1,23,breathing,False,30709,B
1-30709-C-23.wav,1,23,breathing,False,30709,C
1-30830-A-24.wav,1,24,coughing,False,30830,A
1-32579-A-29.wav,1,29,drinking_sipping,False,32579,A
1-35687-A-38.wav,1,38,clock_tick,True,35687,A
1-36393-A-23.wav,1,23,breathing,False,36393,A
1-36397-A-23.wav,1,23,breathing,False,36397,A
1-36400-A-23.wav,1,23,breathing,False,36400,A
1-36402-A-23.wav,1,23,breathing,False,36402,A
1-37226-A-29.wav,1,29,drinking_sipping,False,37226,A
1-39937-A-28.wav,1,28,snoring,False,39937,A
1-40621-A-28.wav,1,28,snoring,False,40621,A
1-40967-A-28.wav,1,28,snoring,False,40967,A
1-42139-A-38.wav,1,38,clock_tick,True,42139,A
1-45645-A-31.wav,1,31,mouse_click,False,45645,A
1-47923-A-28.wav,1,28,snoring,False,47923,A
1-48413-A-38.wav,1,38,clock_tick,True,48413,A
1-52266-A-24.wav,1,24,coughing,False,52266,A
1-52323-A-24.wav,1,24,coughing,False,52323,A
1-53444-A-28.wav,1,28,snoring,False,53444,A
1-53501-A-32.wav,1,32,keyboard_typing,False,53501,A
1-53663-A-24.wav,1,24,coughing,False,53663,A
1-56270-A-29.wav,1,29,drinking_sipping,False,56270,A
1-57163-A-38.wav,1,38,clock_tick,True,57163,A
1-58792-A-24.wav,1,24,coughing,False,58792,A
1-61212-A-32.wav,1,32,keyboard_typing,False,61212,A
1-62594-A-32.wav,1,32,keyboard_typing,False,62594,A
1-62849-A-38.wav,1,38,clock_tick,True,62849,A
1-62850-A-38.wav,1,38,clock_tick,True,62850,A
1-63679-A-24.wav,1,24,coughing,False,63679,A
1-67230-A-29.wav,1,29,drinking_sipping,False,67230,A
1-79146-A-29.wav,1,29,drinking_sipping,False,79146,A
1-79711-A-32.wav,1,32,keyboard_typing,False,79711,A
1-81851-A-31.wav,1,31,mouse_click,False,81851,A
1-84393-A-32.wav,1,32,keyboard_typing,False,84393,A
1-85123-A-31.wav,1,31,mouse_click,False,85123,A
1-85909-A-29.wav,1,29,drinking_sipping,False,85909,A
1-87565-A-29.wav,1,29,drinking_sipping,False,87565,A
1-94231-A-32.wav,1,32,keyboard_typing,False,94231,A
1-94231-B-32.wav,1,32,keyboard_typing,False,94231,B
1-95563-A-31.wav,1,31,mouse_click,False,95563,A
1-97793-A-31.wav,1,31,mouse_click,False,97793,A
1-99958-A-31.wav,1,31,mouse_click,False,99958,A
2-102581-A-29.wav,2,29,drinking_sipping,False,102581,A
2-102581-B-29.wav,2,29,drinking_sipping,False,102581,B
2-104168-A-32.wav,2,32,keyboard_typing,False,104168,A
2-108017-A-24.wav,2,24,coughing,False,108017,A
2-109316-A-32.wav,2,32,keyboard_typing,False,109316,A
2-110417-A-28.wav,2,28,snoring,False,110417,A
2-110417-B-28.wav,2,28,snoring,False,110417,B
2-114609-A-28.wav,2,28,snoring,False,114609,A
2-114609-B-28.wav,2,28,snoring,False,114609,B
2-117330-A-28.wav,2,28,snoring,False,117330,A
2-118459-A-32.wav,2,32,keyboard_typing,False,118459,A
2-118459-B-32.wav,2,32,keyboard_typing,False,118459,B
2-118817-A-32.wav,2,32,keyboard_typing,False,118817,A
2-119139-A-31.wav,2,31,mouse_click,False,119139,A
2-119748-A-38.wav,2,38,clock_tick,True,119748,A
2-120333-A-32.wav,2,32,keyboard_typing,False,120333,A
2-121978-A-29.wav,2,29,drinking_sipping,False,121978,A
2-122763-A-29.wav,2,29,drinking_sipping,False,122763,A
2-122763-B-29.wav,2,29,drinking_sipping,False,122763,B
